성별,측정일자,키,몸무게,머리둘레,희망치수머리,목둘레,화장,젖가슴둘레,배꼽수준허리둘레,엉덩이둘레,샅높이,발길이,발폭,희망치수신발,몸무게(오른쪽),몸무게(왼쪽),윗가슴둘레(겨드랑이),허리둘레(윗허리),어깨가쪽사이길이,팔길이,등길이,다리가쪽길이,총장
남,2021-06-16,175.5,72.7,58.2,0,37.4,84.2,95.2,82.9,97.8,81.5,0,0,270,,,106.6,81.5,59.1,57.7,39.5,98.5,148
남,2021-06-16,171.7,65,56.1,0,37.3,74.5,84.2,70.6,92,78.9,0,0,260,,,92.4,0,49.1,54.6,46,40.9,148.1
남,2021-06-16,176.3,78,57.8,0,38.2,80.1,98,85.1,100.8,76.5,0,0,275,,,98.7,85.2,53.6,54.2,40.5,98,148.5
남,2021-06-16,188.6,100.6,59.8,0,41.2,84.2,106.1,92.1,109.8,83.5,0,0,290,,,109.7,96.1,64.2,51.3,46,104.5,160.5
남,2021-06-16,168,86.6,55,0,40.1,75,104.2,92,108.2,72,0,0,265,,,111.9,95.4,57.8,47.7,38.5,95,143.5
남,2021-06-16,175.8,65,62,0,46.6,82.4,119.7,110,118.1,81.5,0,0,275,,,122.9,0,62.8,56.7,45.3,52.4,153.4
남,2021-06-16,185.5,64,58.1,0,36.1,87.6,88.7,73.4,93.3,85.5,0,0,275,,,91.7,73.2,53.2,63.2,33.5,111.5,155
남,2021-06-16,172.4,63.2,33.8,0,36,82.6,89.8,79.6,97.3,80,0,0,265,,,14.1,75,65.3,46.4,42,100.5,152.5
남,2021-06-16,165.4,65,56,0,36.6,73.9,85.7,71.4,89.6,74.7,0,0,255,,,91.5,0,50,53.6,43,41.6,142.2
남,2021-06-16,171.1,54.3,53.1,0,34.7,0,85.1,72.3,89.4,77,0,0,260,,,91.1,69.7,0,155.8,42.3,95.5,147.8
남,2021-06-16,180.3,80.9,55.5,0,38.3,83.7,99.2,81.9,102.4,82,0,0,275,,,98.2,86.1,59.2,56.7,41,103.5,154.5
남,2021-06-16,178.7,82.3,58.2,0,38.6,88.1,100.5,76.4,100.3,81.5,0,0,290,,,114.8,88.1,59.8,60.4,34,107,151
남,2021-06-16,180.5,65,59.6,0,38.3,83.3,92.6,73.4,98.6,81.5,0,0,265,,,101.2,0,61.7,58.1,48.1,51.4,155.5
남,2021-06-16,167.6,65,58.9,0,37.6,76.6,99.1,79.9,102.4,78.6,0,0,275,,,104.6,0,53.9,54.6,43.8,44.9,144.8
남,2021-06-16,170,65,60.2,0,40.8,78.4,109.8,96.4,108.4,76.4,0,0,270,,,111.8,0,57,55.2,44.5,47.5,146.6
남,2021-06-16,180.7,80.7,55.7,0,38.2,88.7,99.1,87,103.3,80.5,0,0,270,,,99.6,85.8,60.5,60.3,42,102.5,154.5
남,2021-06-16,175.4,69.9,53.4,0,36.9,74.2,93.5,76.1,94.9,81,0,0,260,,,102.8,79.1,53.3,49.9,36,103,149
남,2021-06-16,168.9,65,58.4,0,43.1,81,97.6,91,105.9,79.8,0,0,255,,,106.2,0,58.6,57.2,41.9,48.8,147
남,2021-06-16,173,78.5,57.5,0,38.5,77.9,98.7,84.1,99.6,73.5,0,0,270,,,105.4,87.2,56.4,48.9,38.5,96,144.5
남,2021-06-16,179.3,65,60.9,0,40.7,83.5,103,88.4,105.7,84.1,0,0,270,,,110.9,0,57.2,60.2,46.1,47.7,155.7
남,2021-06-16,178.4,74,56,0,37.5,88.7,95.4,78.7,99.5,83,0,0,265,,,98.7,81.5,53.2,64.2,38,104,152
남,2021-06-16,177.8,92.2,60.7,0,40,85.9,105.6,96.4,108.5,70.5,0,0,275,,,106.3,95.6,62.4,56.7,41,100.5,151.5
남,2021-06-16,176.9,65,59.2,0,41.9,83.5,102.8,92.4,107.7,82.7,0,0,280,,,109.6,0,60.9,58.7,43.7,50.8,153.5
남,2021-06-16,164.4,65,61.2,0,42,77.5,105.7,96,107.6,74.9,0,0,260,,,109,0,59.2,53.4,43,49.4,142
남,2021-06-16,171.7,65,60.3,0,43.3,79.7,108.2,96.8,112.5,79.7,0,0,270,,,112.7,0,58.9,55.7,43.1,49,148.9
남,2021-06-16,176.9,75.7,59,0,37.8,83.4,96.6,83.1,99.3,77,0,0,260,,,99,83.3,55.4,56.6,44,95.5,149.5
남,2021-06-16,176.3,79.3,56.3,0,38.3,84.9,98.7,89.9,101.4,81.5,0,0,285,,,103,86.1,55.5,59.3,38,102.5,150.5
남,2021-06-16,181.1,66,56.9,0,36.2,64.8,90.4,77.1,94.8,78.5,0,0,270,,,89.3,75,50.5,40.9,43,99,152
남,2021-06-16,174.7,65,57.3,0,37.3,77.8,87.7,70.7,96.5,79.2,0,0,265,,,94.8,0,55.5,55.2,46.3,46.2,151.9
남,2021-06-16,178.2,65,60,0,40.1,80.6,101.7,82.4,104.5,80.9,0,0,270,,,110.1,0,59.5,56.4,46,49.6,154.2
남,2021-06-16,174.6,80.8,56,0,38.8,81.3,99.8,88.2,103.2,79.5,0,0,270,,,104.6,88.2,66.2,46,36.5,101,147.5
남,2021-06-16,178.5,74.8,55.7,0,37.6,80.3,96.1,83.2,99.3,81,0,0,270,,,100.6,82,53.9,54.3,34,108.5,152.5
남,2021-06-16,173.3,65,58.2,0,40.1,78.4,88,82,99.8,81,0,0,270,,,96.5,0,51.5,57.5,46,42.9,151.8
남,2021-06-16,179.2,84.5,56.7,0,38.8,78.6,101.8,89.8,103.7,81.5,0,0,280,,,105.2,89.7,52.9,53.5,32,109.5,151.5
남,2021-06-16,163.8,62,53.2,0,36.1,68.5,90.8,76.9,92.5,71.5,0,0,260,,,95.1,77.5,50.4,43.8,35,91.5,136.5
남,2021-06-16,182.9,71.4,57.3,0,36.9,86,93,81.6,97.7,85.5,0,0,270,,,92.1,77.7,53.8,60.5,38,107,155
남,2021-06-16,162.8,73.5,57,0,38.4,75.4,97,87.4,98.6,71.5,0,0,270,,,102.6,87.5,59.3,47.3,36,90.5,136.5
남,2021-06-16,170.8,65,60.2,0,41.4,77,104.1,91.7,106,78,0,0,265,,,107.1,0,54.6,54.8,43.6,45.5,147.7
남,2021-06-16,178.8,76.6,54,0,37.8,0,96.9,86.1,101.3,79.5,0,0,265,,,95.2,83,0,150.6,34,100,144
남,2021-06-16,173.4,84.7,54.9,0,39.5,0,102.6,91.2,106.3,75.5,0,0,270,,,92.6,92.2,0,146.1,38.7,98,146.7
남,2021-06-16,163.6,78.1,56.4,0,39.3,72,99.1,84.8,100.5,69,0,0,265,,,104.5,90.6,56.6,45.4,38.5,90,138.5
남,2021-06-16,169.9,65,57.6,0,36.6,76.7,93.5,76.9,92.7,78.6,0,0,260,,,98.9,0,51.2,55.9,43.2,42.7,146.9
남,2021-06-16,182.9,71.7,58.5,0,37,87.5,93.3,82.3,97,82,0,0,275,,,96,78.1,54.9,61.8,40,105.5,155.5
남,2021-06-16,182.6,68.1,56.9,0,36.3,81.3,91.3,77.9,96.1,84,0,0,275,,,92.7,75.6,52.7,57,38.5,106.5,155
남,2021-06-16,176.3,65,54.6,0,38.2,82.1,93.6,78.4,95.9,80.3,0,0,275,,,99,0,60.2,57.6,45.7,50.1,152.9
남,2021-06-16,176.3,77.6,55.4,0,38,83.7,97.7,83.6,99.1,79,0,0,270,,,102.1,84.8,56.9,57.2,37.5,102.5,150
남,2021-06-16,167.9,65,60.7,0,43,78.6,104.8,88.5,108.5,77.6,0,0,265,,,112.4,0,59.4,54.3,42.3,49.5,145.3
남,2021-06-16,163.5,65,58.6,0,38.2,74.1,90.3,83.8,100.6,75.8,0,0,250,,,97.3,0,49,54.2,42.5,40.8,142.4
남,2021-06-16,181.8,75.1,54.2,0,37.5,0,95.7,79.4,97.1,85,0,0,265,,,98.5,81.1,0,146.2,30.8,107,147.8
남,2021-06-16,172.6,75.6,55.9,0,37.9,83.2,97.2,81.1,98.5,77,0,0,265,,,100.4,85.1,60.9,55.2,35,101.5,146.5
남,2021-06-16,173.4,66.9,56,0,36.6,72.4,91.8,72.7,93.2,80.5,0,0,270,,,95.8,77.2,52.6,47.7,33.5,103,146.5
남,2021-06-16,172.3,71.4,58.1,0,37.2,80.7,95,80.9,99.7,77,0,0,265,,,98.8,81.8,52.3,57.7,38.5,98,146.5
남,2021-06-16,180.1,81.8,55.7,0,38.4,84.9,100,96.8,105.6,65.5,0,0,270,,,100.4,87,55.2,59.5,46.5,95,151.5
남,2021-06-16,167.2,51.1,54.7,0,33.9,78.1,84.2,66.1,85.8,75.5,0,0,255,,,86.4,68.1,49.7,53.6,33,96.5,139.5
남,2021-06-16,173.1,51.9,55.1,0,33.9,83.7,83,68.8,88.5,78,0,0,265,,,82.2,67.4,48.2,60.1,34.5,101.5,146
남,2021-06-16,177.3,65,61.6,0,44.2,82.8,113.5,108.7,114.5,82.5,0,0,270,,,116.7,0,60.6,58.1,47.9,50.5,154.8
남,2021-06-16,172.7,85.1,61.7,0,39.8,75.5,103.2,88.5,104.1,71,0,0,280,,,107.1,92.9,55.6,49.3,40,96.5,146.5
남,2021-06-16,168.6,76.1,56.9,0,38.4,80.5,98.2,81.5,98.7,68.5,0,0,260,,,101.2,87.7,60.9,50.8,38,94.5,142.5
남,2021-06-16,172.7,63.4,55.3,0,36,81.6,89.9,72.1,92,79.5,0,0,270,,,95.6,75,55.5,53.7,32,103.5,145.5
남,2021-06-16,168.4,65,55.7,0,42.5,79.4,113.5,95.4,110.9,77.8,0,0,260,,,117.1,0,62.1,54.1,41.3,51.7,145.1
남,2021-06-16,173.2,69.2,56.8,0,36.9,73.8,93.6,79.9,94.5,78,0,0,270,,,105,79.5,50.9,48.2,31.5,104,145.5
남,2021-06-16,178,71.3,54.7,0,37.1,71.3,93.9,76.6,94.4,83,0,0,265,,,100,79.4,51.2,42,35,103.5,148.5
남,2021-06-16,177.3,79.3,56,0,38.2,74.8,98.6,81.7,100.7,80,0,0,270,,,103.5,85.6,59.8,46.5,35,104,149
남,2021-06-16,165.7,65,58.5,0,43.1,78.1,114.3,99.1,106.5,76,0,0,260,,,117.4,0,62.6,52.5,42,52.2,142.8
남,2021-06-16,169.6,64.5,54.9,0,36.2,74.7,91.2,80.7,94.4,72.5,0,0,260,,,95.1,76.9,48.7,51.6,38,93,141
남,2021-06-16,185.1,65,60.6,0,41.5,84.7,111.3,94.5,107.4,84.6,0,0,280,,,113.8,0,59.1,60.7,49.3,49.2,160.1
남,2021-06-16,172,71.5,58.9,0,37.3,81.8,95.1,84,98.1,77,0,0,265,,,96.2,82,55.3,56.7,41.5,96,147.5
남,2021-06-16,180.2,72,57.5,0,37.1,54.3,94,77.3,96,81,0,0,265,,,25.4,79.2,17.8,55.4,32,104.5,146.5
남,2021-06-16,173.2,76,57.6,0,38,78.8,97.4,82.2,101.9,75.5,0,0,265,,,101.8,85.2,55.1,51.9,38,97,145
남,2021-06-16,174.6,65,59.3,0,38.3,80.1,101.9,86,98.8,81.3,0,0,270,,,108,0,57.1,56.8,42.7,47.6,149.9
남,2021-06-16,185.2,113.1,61.2,0,44.6,87.1,113.4,107.3,112.4,78,0,0,295,,,118.1,106.4,67.3,53.9,39,108.5,157.5
남,2021-06-16,182.3,70.8,56.4,0,36.6,75.1,92.7,74.6,96.2,79,0,0,270,,,93.4,77.2,51.9,50,40.5,103,153.5
남,2021-06-16,171.8,88,56.9,0,40,78,104.6,95.5,106.5,77,0,0,260,,,107.3,94.9,58.1,50.8,35.5,102.5,148
남,2021-06-16,173.6,65,57.7,0,39.7,75.9,84.7,72.7,93.7,78,0,0,270,,,95.1,0,50.6,55.4,46.2,42.1,149.2
남,2021-06-16,173.2,59.9,55.6,0,35.5,77.1,88,74.4,90.9,78,0,0,260,,,91.2,72.7,51.8,53.5,37.5,98.5,146
남,2021-06-16,180.8,65,61.3,0,41.5,82.9,102.4,89.6,106.3,81.9,0,0,270,,,109.9,0,60.5,58.3,45.7,50.4,156.6
남,2021-06-16,178.1,79.8,56.6,0,38.2,78.8,98.8,85.8,101,78,0,0,275,,,104.3,85.7,61.3,49.3,40.5,100,150.5
남,2021-06-16,181.1,64.5,56.3,0,35.9,72.9,89.6,74.4,95.3,84,0,0,270,,,86.1,73.6,43.3,52.9,36,106,152
남,2021-06-16,167.5,65.6,57.8,0,36.5,78.4,92.3,76.6,96.2,72,0,0,250,,,96.4,78.5,52.7,53.9,37,93.5,140.5
남,2021-06-16,170.3,65,59.5,0,40.7,81.7,103.7,86.8,101.4,79,0,0,260,,,110.3,0,64.3,55.5,42.8,53.6,147.6
남,2021-06-16,175.2,81.2,53.6,0,38.8,0,100.1,84.8,98.8,74.5,0,0,270,,,105.9,88.6,0,138.6,42.9,96,148.9
남,2021-06-16,177.5,84.6,61.1,0,39.1,73.5,101.8,88.6,102.5,81,0,0,270,,,111.3,90.3,60.2,44.8,40.5,99.5,150
남,2021-06-16,171.6,62.8,54.6,0,35.9,78.9,89.8,72.5,94.1,78,0,0,260,,,95,74.7,54.6,53.2,36,98,144
남,2021-06-16,170.9,65,59.8,0,40.8,78.9,105.6,97.7,107.5,79.9,0,0,270,,,108.7,0,58.4,55.1,42.6,48.7,148
남,2021-06-16,176.9,56.4,57.9,0,34.7,78.4,86.2,65.8,91.7,79.5,0,0,265,,,87.7,70.4,51.1,53.8,32.5,105,147.5
남,2021-06-16,180.3,68.1,55.4,0,36.5,0,91.8,83.8,93.9,81,0,0,270,,,93.8,76.4,0,151.4,8.2,130,148.2
남,2021-06-16,183,75,56.1,0,37.5,77.6,95.5,87.9,95.9,72,0,0,280,,,101.7,81.1,56.3,52.3,42.5,101.5,154
남,2021-06-16,163.9,56.1,56.6,0,34.9,75.2,87.9,71.9,89.9,74.5,0,0,240,,,92.5,73.1,53.4,49.4,31,97.5,138.5
남,2021-06-16,179.7,100.2,55.6,0,40.8,60.8,109.1,96.9,111,82,0,0,280,,,10.9,100.1,19.5,62,32.1,102.5,144.6
남,2021-06-16,177.8,65,59,0,38.7,80,95.3,73.1,96.6,82.9,0,0,255,,,103,0,54.5,57.8,46.4,45.4,153.3
남,2021-06-16,177,65,57.4,0,41.9,83.8,102.3,90.1,110.1,80.6,0,0,275,,,110.3,0,62.9,58.1,46.8,52.4,153.4
남,2021-06-16,165.7,74.7,54.6,0,38.4,80.8,97.5,82.4,98.6,70,0,0,260,,,103.8,87.3,57.4,53.9,37,92.5,139.5
남,2021-06-16,165.6,52.1,56.1,0,34.1,80.2,84.7,67.1,85.7,72,0,0,265,,,86.1,69.2,51.8,55.7,30.5,96.5,137
남,2021-06-16,180.7,75.5,59.4,0,37.7,85.2,96.1,83.7,101.5,81,0,0,280,,,100.5,81.6,56.4,58.6,40,102,152
남,2021-06-16,167.3,80.5,58.8,0,39.2,88.5,100.6,87,103,71,0,0,270,,,108.3,90.8,61.8,58.9,41,89,140
남,2021-06-16,174.5,65,60.1,0,40.4,81.1,99.7,86.7,106.2,79,0,0,265,,,109.8,0,61.3,56.1,45.3,51.1,151.2
남,2021-06-16,176.2,82,56.9,0,38.8,79.3,100.5,90.9,101.2,78,0,0,275,,,104.9,88.6,60.8,51.8,40,99,149
남,2021-06-16,161.8,65,57.8,0,39.1,74,92.1,80.7,93.5,74.3,0,0,260,,,98.7,0,51.3,53.2,42,42.7,140
남,2021-06-16,178.4,75.4,56.3,0,37.6,86.3,96.3,79.7,97.4,84,0,0,285,,,100,82.5,48.8,62.1,34.5,106,150.5
남,2021-06-16,169.3,72.6,56.7,0,37.6,70.7,96.2,82.5,96.3,77,0,0,265,,,101.9,84.1,50.3,43.1,33,99.5,142.5
남,2021-06-16,174.5,65,57.7,0,39.1,79.8,98.6,78.5,97.6,80.4,0,0,265,,,104.9,0,54.4,57.7,45.7,45.3,151.6
남,2021-06-16,175.1,94.2,58.2,0,40.5,97,107.2,99.2,107.1,76.5,0,0,275,,,109.8,98,56.4,55.5,59,102.5,171.5
남,2021-06-16,167.9,65,56.2,0,36.6,78,93.3,74.7,95.4,76.5,0,0,255,,,101.6,0,55.9,55.2,44.4,46.6,145
남,2021-06-16,174.8,53.8,56.7,0,34.2,76.3,84.1,66.6,88.3,78.5,0,0,265,,,85.7,68.1,47,53.3,34.5,100.5,145
남,2021-06-16,171.7,65,58.5,0,40.9,77.5,96.4,83.1,102.4,76.6,0,0,260,,,104.4,0,56.5,54.4,43.5,47.1,148.5
남,2021-06-16,173.8,65,56.5,0,39.7,80.8,101.4,82.6,101.7,78.5,0,0,265,,,107.6,0,60.2,56.3,44.8,50.2,150.5
남,2021-06-16,176.9,70.8,59.4,0,36.9,80.9,93.7,77.2,98.5,81,0,0,255,,,101.2,79.1,55.6,55.4,38,103,151
남,2021-06-16,172,74.3,59.5,0,37.7,75.3,96.7,81.9,97.7,76.5,0,0,265,,,101.3,84.5,53.1,49.4,37,99,146
남,2021-06-16,186.7,74.9,53.4,0,37.2,0,94.6,80.7,96.3,83.5,0,0,285,,,102,79.6,0,156.9,28,117.5,155.5
남,2021-06-16,179.1,65,58.7,0,39.6,81.6,102,85.5,103.7,80.6,0,0,275,,,108.3,0,59.1,57.6,45.2,49.2,154.1
남,2021-06-16,178.8,83.1,62.1,0,38.7,81.8,101.1,86.9,103.4,78,0,0,280,,,106.3,88.9,57.4,54.4,43,99.5,152.5
남,2021-06-16,173.2,73.7,54.8,0,37.6,86.5,96.2,82.5,97.6,78.5,0,0,270,,,103.2,83.3,56.1,62.1,36.5,100,146.5
남,2021-06-16,169.8,65,61.2,0,40.4,78.6,101.2,83.9,103.4,77.8,0,0,255,,,107.4,0,58.9,54.7,43.8,49.1,145.7
남,2021-06-16,180.8,65,59.9,0,45.9,83.5,116.4,95.3,117,81,0,0,285,,,124.4,0,65.7,56.7,48.3,54.7,159
남,2021-06-16,177.4,76,54.9,0,37.8,74.2,96.7,77.6,96.7,76,0,0,275,,,101.4,83.2,58.1,47.3,40,102,152
남,2021-06-16,172,58.8,52.8,0,35.3,66.4,87.5,75.8,90.5,78.5,0,0,265,,,91.2,72.1,54.2,41.8,36,101.5,147.5
남,2021-06-16,173.7,90.3,58.5,0,40.1,81.2,105.3,97.2,109.5,75,0,0,280,,,107.8,95.2,57.4,53.3,38,97.5,145.5
남,2021-06-16,172.3,65,59.6,0,41.9,81.7,102.1,90.1,103.3,80.6,0,0,270,,,107.5,0,59.5,57.5,44.7,49.6,150.4
남,2021-06-16,171.9,65,60.1,0,44.3,81.1,105.8,91.8,111.8,78.5,0,0,275,,,109.9,0,60.6,56.4,43.5,50.5,149.4
남,2021-06-16,169.1,65,59.5,0,39.7,77,91.7,78.6,95.2,76.5,0,0,260,,,99.2,0,55.5,54.4,45.7,46.3,146.2
남,2021-06-16,171.9,58,53.3,0,35.2,83.6,86.9,65.6,88.9,77.5,0,0,260,,,89.4,71.6,48.1,60.5,33.5,101,144.5
남,2021-06-16,186,64.5,54.1,0,36.1,73.8,88.8,74.2,96,84,0,0,280,,,89.4,73.8,54.8,47.5,43.5,106,159.5
남,2021-06-16,171.3,80.4,55.9,0,39,74.9,100.1,87.7,103,74.5,0,0,270,,,104.9,89.6,54.8,49.3,36.5,97.5,144
남,2021-06-16,181.1,82.5,56.9,0,38.3,87.3,100.1,84.8,103.9,81.5,0,0,280,,,100.8,87.5,58.4,60.7,38.5,106,154.5
남,2021-06-16,187.1,65,60,0,46.7,87.3,115.4,110.1,119.4,87.2,0,0,290,,,122.2,0,65.3,60.7,48,54.5,163.5
남,2021-06-16,178.2,65,60.4,0,41.7,83.2,97.4,87.1,101.9,81,0,0,285,,,103.6,0,58.3,59.5,46.3,48.6,154.4
남,2021-06-16,170.5,65,58.3,0,39,77.1,99.2,81.8,98.5,75.5,0,0,265,,,107.5,0,60.9,52.2,44,50.8,147.1
남,2021-06-16,166.2,70.7,58.6,0,37.5,77,95.1,84.8,101.4,73.5,0,0,270,,,96.7,83.5,52.9,52,36,94,140
남,2021-06-16,175.8,72,55.4,0,37.3,79.6,94.7,84.2,100.6,81.5,0,0,275,,,97.7,80.8,58.5,52.9,38.5,101.5,150
남,2021-06-16,177.3,65,58.9,0,38.6,79.9,101,89.7,103.4,82.3,0,0,275,,,109,0,55,57.6,46.3,45.8,153.2
남,2021-06-16,177.8,61.1,57.8,0,35.8,83.1,88.3,67.3,91.8,80.5,0,0,260,,,93.8,73.2,52.9,57.6,29,111,150
남,2021-06-16,167.4,65,58.7,0,42.2,79.5,102.7,89.2,107.1,77.1,0,0,265,,,109.9,0,62.8,53.9,41.8,52.3,144.1
남,2021-06-16,180.9,68.2,56.8,0,36.5,78.6,91.7,76.9,97.3,83.5,0,0,280,,,95.9,76.3,61,47.6,39,105,154
남,2021-06-16,179.7,65.4,52.6,0,36.1,86.2,90,75.8,92.3,84.5,0,0,265,,,92.1,74.6,50.9,61.1,39,106.5,155.5
남,2021-06-16,171.3,70.4,55.3,0,37.1,64.8,94.5,80.2,99.1,75.5,0,0,270,,,100.1,81.3,54,39.7,39,94.5,143.5
남,2021-06-16,170.5,65,56.5,0,43.1,77.2,105.7,93.8,104.4,77.4,0,0,275,,,110,0,58.9,53.2,45.5,49.1,146.9
남,2021-06-16,169.8,65,59.2,0,39.6,78.7,99,89,106.8,78.7,0,0,265,,,103.7,0,54,56.7,42.2,45,147.9
남,2021-06-16,174.3,70.5,54.2,0,37,77.2,94,83.5,98.8,79,0,0,260,,,94.1,79.9,55.8,50.1,39.5,99.5,149
남,2021-06-16,176.4,77.6,55.1,0,38.1,71.2,97.7,84.3,102.9,80,0,0,290,,,100.8,84.8,56.3,44.5,39.5,98.5,148
남,2021-06-16,174.3,77.5,55,0,38.2,81.8,98.2,82.7,98.7,80.5,0,0,260,,,110.1,85.9,56.8,54,37,101,148
남,2021-06-16,173.7,65,56,0,37.5,77.2,88,80.8,100.2,79.8,0,0,270,,,100.5,0,56.5,54.2,44.6,47.1,150.1
남,2021-06-16,174,70.6,55.7,0,37.1,80.6,94.1,81.1,97.1,79,0,0,265,,,100.9,80.2,54.4,54.3,37.5,99,146.5
남,2021-06-16,174.8,71.9,56.1,0,37.3,72.2,94.9,83.7,96.1,79,0,0,260,,,97.8,81.1,52.4,46.2,35.5,102,147.5
남,2021-06-16,172.8,65,59,0,41.7,78.3,102.5,95.4,105.5,80,0,0,265,,,108.4,0,56.8,55.2,45.2,47.4,148.9
남,2021-06-16,183.9,85.7,60.3,0,38.6,87,101.3,87.4,102.6,82.5,0,0,275,,,110.2,88.4,60.5,58.2,42.5,103,155.5
남,2021-06-16,173.1,65,55.9,0,39.8,77.8,101.1,95.6,104.1,81,0,0,250,,,106.3,0,57.4,54.5,44.4,47.8,149.6
남,2021-06-16,169.6,69.9,59.2,0,37.1,79.5,94.4,79.4,98.7,74.5,0,0,275,,,97.5,81.6,56.3,51.7,38,93.5,141.5
남,2021-06-16,170.2,74.5,58.1,0,37.9,80.6,97.2,85.6,101.3,73.5,0,0,265,,,97.7,85.3,55.2,54.6,40.5,93.5,144
남,2021-06-16,183.2,93.2,53.9,0,40.2,77,104.6,96.6,103.2,82,0,0,280,,,110.7,94.9,54.9,51.2,40,105,155
남,2021-06-16,175.2,99.4,60,0,41.7,0,109.1,96.6,111.6,76.5,0,0,270,,,115.3,102.6,0,153.8,34,109,153
남,2021-06-16,164.9,76.1,57.6,0,38.7,77.6,98,87.2,102.1,72,0,0,255,,,109.7,88.6,61.1,51.2,36,92,138
남,2021-06-16,171.9,76.9,59.3,0,38.2,60.7,98.1,84.7,99.7,76,0,0,265,,,105.7,86.5,54.2,61.9,40.7,96.5,147.2
남,2021-06-16,171.3,65.4,54.7,0,36.4,84.2,91.3,78.6,93.5,77,0,0,255,,,91.8,76.8,47.9,61.2,36.5,101,147.5
남,2021-06-16,172.1,82.2,59.6,0,39.3,79,101.1,90.8,101.9,76,0,0,270,,,109.7,90.6,55.5,52.3,35,98.5,143.5
남,2021-06-16,182.9,94,56,0,40.1,82.6,105.1,92.3,107.3,80,0,0,275,,,107.8,95.2,62,52.9,39.5,106.5,156
남,2021-06-16,178.7,81.6,56.2,0,38.5,78.1,100.2,88.5,103.1,83.5,0,0,270,,,102,87.3,56.6,49.6,36,107.5,153.5
남,2021-06-16,179.4,86.8,55.6,0,39.3,70.8,103,90.2,105.3,82.5,0,0,265,,,106.9,91.8,55,44.2,40.5,104,154.5
남,2021-06-16,178.6,87,59.5,0,39.4,79.2,103,87.4,104.5,81.5,0,0,275,,,105,92.3,59.4,50.7,39,103,152
남,2021-06-16,175,65,62.2,0,42.2,83,113,95,113.5,79.7,0,0,280,,,118.3,0,60,58.6,45.7,50,150.6
남,2021-06-16,170.8,65,60.4,0,41,77.4,98.9,82.8,100.7,75.1,0,0,270,,,107.1,0,58.5,53.6,45.1,48.7,146.9
남,2021-06-16,179.4,71.6,56.9,0,37,90.3,94,83.5,100.6,83,0,0,260,,,101.7,79,53.3,65,31.5,108.5,150
남,2021-06-16,170.8,65,57.6,0,38,76.1,84.8,70.1,93,76.7,0,0,255,,,92.4,0,50,55.9,45.2,41.7,148.2
남,2021-06-16,175.7,70.3,56.3,0,36.9,72,93.7,70.7,95.8,80,0,0,260,,,100.1,79.3,56.1,43.2,29.5,107,146.5
남,2021-06-16,169.7,87.4,58.6,0,40.3,77.6,104.7,94.3,106.9,72.5,0,0,280,,,103.4,95.7,58.9,50.4,38,95.5,143.5
